id_kit,timestamp,VWC_20cm_%,VWC_40cm_%,T_soil_C,SWT_20cm_cBar,SWT_40cm_cBar,temperatura_ambiente
KIT_001,2026-06-21 14:39:00,33.26,38.76,21.08,6.83,5.0,21.71
KIT_001,2026-06-21 14:40:00,33.62,38.88,21.39,6.78,5.24,21.74
KIT_001,2026-06-21 14:41:00,33.8,38.69,21.12,6.54,5.16,21.57
KIT_001,2026-06-21 14:42:00,33.9,38.96,21.52,6.87,5.07,21.31
KIT_001,2026-06-21 14:43:00,34.55,38.69,21.44,6.56,5.25,21.59
KIT_001,2026-06-21 14:44:00,32.86,38.98,21.28,6.79,5.91,21.07
KIT_001,2026-06-21 14:45:00,33.86,39.2,21.24,6.93,5.08,21.44
KIT_001,2026-06-21 14:46:00,33.45,38.61,21.24,6.39,5.22,21.11
KIT_001,2026-06-21 14:47:00,33.44,38.78,21.27,6.58,5.14,21.28
KIT_001,2026-06-21 14:48:00,33.43,38.95,21.16,6.26,5.13,21.44
KIT_001,2026-06-21 14:49:00,33.32,38.67,21.07,6.15,5.44,21.4
KIT_001,2026-06-21 14:50:00,34.22,38.93,21.62,6.36,5.38,21.17
KIT_001,2026-06-21 14:51:00,33.92,38.95,21.36,6.06,5.16,21.37
KIT_001,2026-06-21 14:52:00,33.62,39.1,21.51,6.17,5.39,21.88
KIT_001,2026-06-21 14:53:00,34.08,38.58,21.57,6.54,5.29,21.71
KIT_001,2026-06-21 14:54:00,33.07,38.47,21.62,6.26,5.02,22.09
KIT_001,2026-06-21 14:55:00,33.13,38.66,21.36,6.57,4.64,22.04
KIT_001,2026-06-21 14:56:00,32.82,38.45,21.3,6.46,5.19,22.08
KIT_001,2026-06-21 14:57:00,33.34,38.9,21.56,6.84,4.99,22.31
KIT_001,2026-06-21 14:58:00,33.63,38.39,21.75,6.55,4.96,22.02
KIT_001,2026-06-21 14:59:00,33.61,39.44,21.51,6.73,4.85,22.24
KIT_001,2026-06-21 15:00:00,33.62,39.13,21.58,6.59,5.15,22.0
KIT_001,2026-06-21 15:01:00,33.07,38.75,22.07,6.61,5.06,22.7
KIT_001,2026-06-21 15:02:00,33.85,39.02,21.26,6.86,4.92,21.74
KIT_001,2026-06-21 15:03:00,33.65,38.27,21.47,6.77,4.68,21.9
KIT_001,2026-06-21 15:04:00,33.82,39.52,21.99,6.69,5.26,21.87
KIT_001,2026-06-21 15:05:00,32.89,38.59,21.59,6.73,5.15,21.57
KIT_001,2026-06-21 15:06:00,33.66,38.74,21.45,6.85,5.07,22.05
KIT_001,2026-06-21 15:07:00,33.13,38.22,21.81,6.58,4.35,21.72
KIT_001,2026-06-21 15:08:00,33.4,38.93,21.61,6.55,5.0,21.26
KIT_001,2026-06-21 15:09:00,33.71,38.45,21.54,7.07,4.95,22.05
KIT_001,2026-06-21 15:10:00,33.54,38.82,21.66,7.16,4.85,21.75
KIT_001,2026-06-21 15:11:00,33.2,38.62,21.51,6.44,5.19,21.9
KIT_001,2026-06-21 15:12:00,33.49,38.47,21.45,6.49,5.18,22.13
KIT_001,2026-06-21 15:13:00,32.94,38.55,21.65,6.92,5.11,21.89
KIT_001,2026-06-21 15:14:00,33.86,38.86,21.48,6.75,5.26,21.91
KIT_001,2026-06-21 15:15:00,33.37,38.41,21.7,6.77,4.74,22.65
KIT_001,2026-06-21 15:16:00,33.82,38.57,21.79,6.8,4.88,21.52
KIT_001,2026-06-21 15:17:00,33.24,39.0,21.9,6.5,5.01,21.76
KIT_001,2026-06-21 15:18:00,33.23,39.57,21.99,6.68,4.88,21.88
KIT_001,2026-06-21 15:19:00,33.14,38.93,21.71,6.69,5.26,22.68
KIT_001,2026-06-21 15:20:00,33.7,38.5,21.93,6.44,4.99,22.14
KIT_001,2026-06-21 15:21:00,33.14,38.66,21.96,6.77,5.48,22.43
KIT_001,2026-06-21 15:22:00,33.61,38.77,21.96,7.03,4.97,22.33
KIT_001,2026-06-21 15:23:00,33.24,38.65,21.83,6.67,5.77,22.67
KIT_001,2026-06-21 15:24:00,32.67,39.02,21.76,6.83,5.79,22.58
KIT_001,2026-06-21 15:25:00,33.16,38.81,22.09,6.88,5.3,22.72
KIT_001,2026-06-21 15:26:00,32.94,39.01,21.69,6.79,5.65,23.05
KIT_001,2026-06-21 15:27:00,33.35,38.64,22.01,7.06,5.31,22.91
KIT_001,2026-06-21 15:28:00,32.92,39.12,21.51,6.72,5.69,22.51
KIT_001,2026-06-21 15:29:00,33.66,38.66,21.71,7.23,5.41,22.65
KIT_001,2026-06-21 15:30:00,33.3,38.41,21.77,7.06,5.15,23.06
KIT_001,2026-06-21 15:31:00,33.27,39.35,22.12,6.67,4.61,22.49
KIT_001,2026-06-21 15:32:00,33.55,38.14,22.0,7.33,5.45,22.27
KIT_001,2026-06-21 15:33:00,33.66,38.46,21.72,6.96,5.61,21.77
KIT_001,2026-06-21 15:34:00,33.31,38.49,21.93,6.74,5.9,22.18
KIT_001,2026-06-21 15:35:00,33.05,39.42,21.93,7.2,5.6,22.1
KIT_001,2026-06-21 15:36:00,32.69,39.2,21.68,7.05,5.86,21.85
KIT_001,2026-06-21 15:37:00,33.07,39.1,21.39,6.49,5.52,21.68
KIT_001,2026-06-21 15:38:00,33.09,38.54,21.65,6.84,5.52,22.4
KIT_001,2026-06-21 15:39:00,33.33,39.36,21.69,7.08,5.85,21.95
KIT_001,2026-06-21 15:40:00,33.17,38.73,21.48,6.5,4.94,22.08
KIT_001,2026-06-21 15:41:00,33.52,38.9,21.82,7.1,5.54,21.82
KIT_001,2026-06-21 15:42:00,33.06,38.65,21.83,7.16,5.41,21.81
KIT_001,2026-06-21 15:43:00,33.24,38.58,21.88,6.86,5.83,22.04
KIT_001,2026-06-21 15:44:00,33.67,38.5,21.87,7.26,5.33,21.89
KIT_001,2026-06-21 15:45:00,33.37,38.51,21.98,7.24,5.57,21.95
KIT_001,2026-06-21 15:46:00,33.22,38.74,21.81,6.97,5.64,22.11
KIT_001,2026-06-21 15:47:00,33.02,38.66,21.91,7.54,5.02,21.91
KIT_001,2026-06-21 15:48:00,33.03,38.54,21.84,7.48,5.36,22.19
KIT_001,2026-06-21 15:49:00,32.97,39.0,21.84,7.16,5.28,22.26
KIT_001,2026-06-21 15:50:00,33.09,37.65,22.27,7.15,5.63,22.58
KIT_001,2026-06-21 15:51:00,33.56,38.69,21.64,7.34,5.56,22.29
KIT_001,2026-06-21 15:52:00,33.24,38.76,22.27,7.07,5.33,22.04
KIT_001,2026-06-21 15:53:00,32.86,38.88,22.02,6.6,5.13,22.57
KIT_001,2026-06-21 15:54:00,33.97,38.52,22.03,7.17,5.65,22.85
KIT_001,2026-06-21 15:55:00,33.48,38.6,22.28,6.8,5.37,23.09
KIT_001,2026-06-21 15:56:00,32.89,38.83,21.98,6.87,4.99,22.78
KIT_001,2026-06-21 15:57:00,33.25,38.98,22.16,7.29,5.01,23.19
KIT_001,2026-06-21 15:58:00,33.43,38.44,22.15,6.9,5.5,23.33
KIT_001,2026-06-21 15:59:00,33.98,38.61,22.28,6.93,5.08,23.23
KIT_001,2026-06-21 16:00:00,32.98,39.03,22.17,7.06,5.87,22.84
KIT_001,2026-06-21 16:01:00,33.7,37.89,22.65,7.06,5.17,22.86
KIT_001,2026-06-21 16:02:00,33.84,38.32,22.69,6.71,5.41,23.14
KIT_001,2026-06-21 16:03:00,33.12,38.97,21.93,6.92,5.45,23.43
KIT_001,2026-06-21 16:04:00,33.23,38.86,22.45,6.95,5.24,23.02
KIT_001,2026-06-21 16:05:00,32.96,38.69,22.52,7.01,4.86,22.97
KIT_001,2026-06-21 16:06:00,33.24,38.4,22.46,7.01,5.47,22.66
KIT_001,2026-06-21 16:07:00,33.29,38.27,22.22,7.59,5.24,22.91
KIT_001,2026-06-21 16:08:00,33.53,38.35,22.35,6.67,5.48,22.93
KIT_001,2026-06-21 16:09:00,33.67,38.99,22.3,7.24,5.45,23.23
KIT_001,2026-06-21 16:10:00,33.02,38.33,22.41,7.32,5.56,22.96
KIT_001,2026-06-21 16:11:00,32.59,38.55,22.3,7.17,5.91,23.37
KIT_001,2026-06-21 16:12:00,33.27,38.29,22.57,6.91,5.41,23.31
KIT_001,2026-06-21 16:13:00,33.37,38.76,22.34,7.52,5.45,23.91
KIT_001,2026-06-21 16:14:00,33.35,38.35,22.65,6.58,5.17,23.57
KIT_001,2026-06-21 16:15:00,33.15,38.48,22.49,6.99,5.57,23.75
KIT_001,2026-06-21 16:16:00,33.3,38.0,22.83,7.48,5.74,24.08
KIT_001,2026-06-21 16:17:00,33.78,38.02,22.7,7.12,5.54,24.01
KIT_001,2026-06-21 16:18:00,33.39,38.51,22.88,7.62,5.72,24.65
KIT_001,2026-06-21 16:19:00,33.13,38.11,23.02,6.85,5.53,24.24
KIT_001,2026-06-21 16:20:00,33.08,39.14,23.11,6.96,5.21,23.96
KIT_001,2026-06-21 16:21:00,33.2,37.9,22.27,7.12,5.57,23.99
KIT_001,2026-06-21 16:22:00,33.84,38.28,22.59,7.37,5.4,23.25
KIT_001,2026-06-21 16:23:00,33.2,38.53,22.68,7.22,5.44,24.1
KIT_001,2026-06-21 16:24:00,33.26,38.42,22.82,7.16,5.23,23.86
KIT_001,2026-06-21 16:25:00,33.11,38.2,22.38,7.65,5.17,23.66
KIT_001,2026-06-21 16:26:00,33.66,38.25,22.5,7.69,5.33,23.76
KIT_001,2026-06-21 16:27:00,33.97,38.24,22.71,7.22,5.19,23.74
KIT_001,2026-06-21 16:28:00,33.43,38.45,22.7,6.88,5.71,23.45
KIT_001,2026-06-21 16:29:00,33.29,39.11,22.76,6.76,5.5,23.64
KIT_001,2026-06-21 16:30:00,33.27,38.55,22.77,7.35,5.46,23.8
KIT_001,2026-06-21 16:31:00,32.41,38.87,22.76,7.44,5.31,23.65
KIT_001,2026-06-21 16:32:00,33.5,38.66,22.73,7.29,4.87,23.46
KIT_001,2026-06-21 16:33:00,33.28,38.84,22.7,7.24,5.2,23.59
KIT_001,2026-06-21 16:34:00,33.37,37.66,22.83,7.05,5.27,23.85
KIT_001,2026-06-21 16:35:00,32.97,38.4,22.25,7.4,5.39,23.69
KIT_001,2026-06-21 16:36:00,33.07,38.88,23.01,7.65,5.48,23.2
KIT_001,2026-06-21 16:37:00,33.06,38.31,22.26,6.67,5.67,23.62
KIT_001,2026-06-21 16:38:00,33.55,38.99,22.57,7.2,5.61,23.8
KIT_001,2026-06-21 16:39:00,33.05,38.89,22.83,6.97,5.86,24.19
KIT_001,2026-06-21 16:40:00,33.91,38.29,23.09,6.84,5.52,24.12
KIT_001,2026-06-21 16:41:00,33.32,38.26,22.44,6.92,5.69,24.23
KIT_001,2026-06-21 16:42:00,32.72,38.09,23.12,7.29,5.75,24.19
KIT_001,2026-06-21 16:43:00,33.11,38.18,23.37,7.3,5.75,24.57
KIT_001,2026-06-21 16:44:00,32.92,37.98,23.5,7.56,6.04,25.25
KIT_001,2026-06-21 16:45:00,32.38,38.46,23.25,7.19,5.95,25.21
KIT_001,2026-06-21 16:46:00,33.7,37.88,23.41,6.74,5.45,25.35
KIT_001,2026-06-21 16:47:00,33.38,38.48,23.44,7.12,5.78,25.9
KIT_001,2026-06-21 16:48:00,33.3,38.5,23.45,6.83,5.79,25.77
KIT_001,2026-06-21 16:49:00,33.15,37.82,23.3,6.86,6.32,25.22
KIT_001,2026-06-21 16:50:00,32.59,38.79,23.3,7.3,5.68,25.62
KIT_001,2026-06-21 16:51:00,32.88,38.49,23.53,7.2,5.5,24.82
KIT_001,2026-06-21 16:52:00,33.33,38.56,23.45,7.29,5.84,25.26
KIT_001,2026-06-21 16:53:00,32.65,38.12,23.49,7.04,5.84,25.14
KIT_001,2026-06-21 16:54:00,32.11,38.54,23.41,7.32,5.68,25.26
KIT_001,2026-06-21 16:55:00,32.9,38.7,23.48,7.01,5.63,24.98
KIT_001,2026-06-21 16:56:00,32.91,38.34,23.48,7.39,5.9,24.74
KIT_001,2026-06-21 16:57:00,32.99,38.98,22.93,7.19,5.44,24.67
KIT_001,2026-06-21 16:58:00,33.21,38.39,23.13,7.04,5.56,25.43
KIT_001,2026-06-21 16:59:00,33.19,38.71,23.28,7.13,5.52,24.82
KIT_001,2026-06-21 17:00:00,33.07,38.46,23.34,7.07,5.92,24.99
KIT_001,2026-06-21 17:01:00,33.41,38.54,23.23,7.46,5.71,24.38
KIT_001,2026-06-21 17:02:00,32.47,37.86,23.57,7.11,5.37,24.72
KIT_001,2026-06-21 17:03:00,33.19,38.47,23.81,7.04,5.4,25.09
KIT_001,2026-06-21 17:04:00,33.24,38.13,23.47,6.97,6.1,24.6
KIT_001,2026-06-21 17:05:00,32.6,38.09,23.47,7.23,5.9,25.19
KIT_001,2026-06-21 17:06:00,32.52,38.87,23.65,7.19,5.84,24.91
KIT_001,2026-06-21 17:07:00,32.8,38.28,23.13,6.93,5.63,24.88
KIT_001,2026-06-21 17:08:00,32.83,38.04,23.48,6.73,6.02,24.88
KIT_001,2026-06-21 17:09:00,33.33,38.23,23.65,6.81,5.38,25.36
KIT_001,2026-06-21 17:10:00,32.85,37.95,23.3,7.0,5.86,24.99
KIT_001,2026-06-21 17:11:00,32.77,38.77,23.16,7.4,5.58,24.6
KIT_001,2026-06-21 17:12:00,32.86,38.13,23.34,7.02,5.64,24.95
KIT_001,2026-06-21 17:13:00,33.46,38.5,23.34,6.95,5.9,24.89
KIT_001,2026-06-21 17:14:00,33.08,38.75,23.15,6.67,5.69,24.51
KIT_001,2026-06-21 17:15:00,33.01,38.19,23.73,7.51,5.63,24.77
KIT_001,2026-06-21 17:16:00,33.04,38.5,23.19,7.29,5.63,24.71
KIT_001,2026-06-21 17:17:00,33.53,38.03,23.03,7.36,5.27,24.59
KIT_001,2026-06-21 17:18:00,32.84,39.08,23.28,7.36,5.89,24.29
KIT_001,2026-06-21 17:19:00,33.59,38.63,23.51,7.03,5.37,24.24
KIT_001,2026-06-21 17:20:00,33.23,38.3,23.37,7.05,6.02,24.19
KIT_001,2026-06-21 17:21:00,33.13,38.13,23.5,7.36,5.41,24.53
KIT_001,2026-06-21 17:22:00,34.09,38.34,23.26,6.98,5.74,24.68
KIT_001,2026-06-21 17:23:00,32.87,38.27,23.77,7.04,4.89,24.78
KIT_001,2026-06-21 17:24:00,33.15,38.97,23.62,7.07,5.45,24.91
KIT_001,2026-06-21 17:25:00,32.86,38.02,23.75,6.97,5.44,25.44
KIT_001,2026-06-21 17:26:00,33.66,38.43,23.65,6.73,5.45,25.0
KIT_001,2026-06-21 17:27:00,33.94,38.39,23.77,6.71,4.67,25.15
KIT_001,2026-06-21 17:28:00,33.93,38.36,23.47,6.93,4.94,24.77
KIT_001,2026-06-21 17:29:00,33.77,38.35,23.57,6.95,5.33,25.84
KIT_001,2026-06-21 17:30:00,33.26,38.34,23.97,7.07,5.29,25.02
KIT_001,2026-06-21 17:31:00,33.2,38.63,24.04,6.93,5.4,25.24
KIT_001,2026-06-21 17:32:00,32.74,38.54,23.53,6.96,5.3,25.65
KIT_001,2026-06-21 17:33:00,34.03,38.47,23.84,6.72,5.85,25.6
KIT_001,2026-06-21 17:34:00,33.47,37.43,23.73,6.71,6.19,26.02
KIT_001,2026-06-21 17:35:00,33.13,38.42,23.71,7.07,5.63,25.85
KIT_001,2026-06-21 17:36:00,33.76,37.82,23.94,6.75,5.78,25.71
KIT_001,2026-06-21 17:37:00,32.95,38.5,24.14,6.9,5.75,26.06
KIT_001,2026-06-21 17:38:00,33.41,38.75,23.98,7.29,6.04,26.03
KIT_001,2026-06-21 17:39:00,33.19,38.03,23.81,7.28,5.9,25.51
KIT_001,2026-06-21 17:40:00,33.45,38.23,23.96,7.08,5.4,25.85
KIT_001,2026-06-21 17:41:00,33.19,38.13,23.76,6.97,5.49,25.49
KIT_001,2026-06-21 17:42:00,32.68,38.68,23.9,7.04,5.37,25.46
KIT_001,2026-06-21 17:43:00,33.2,38.33,24.08,7.32,6.28,25.46
KIT_001,2026-06-21 17:44:00,33.52,38.82,23.36,7.13,5.74,25.27
KIT_001,2026-06-21 17:45:00,33.12,38.43,23.92,7.03,5.41,25.19
KIT_001,2026-06-21 17:46:00,33.38,38.37,23.43,7.51,5.36,25.48
KIT_001,2026-06-21 17:47:00,32.72,38.32,23.97,7.29,5.71,24.79
KIT_001,2026-06-21 17:48:00,33.07,38.53,23.64,7.12,5.73,25.03
KIT_001,2026-06-21 17:49:00,32.85,37.75,23.58,7.42,5.69,25.58
KIT_001,2026-06-21 17:50:00,33.32,38.29,24.01,7.57,5.37,25.51
KIT_001,2026-06-21 17:51:00,33.05,38.23,23.99,7.1,5.55,25.89
KIT_001,2026-06-21 17:52:00,33.27,38.46,23.77,7.33,5.49,25.85
KIT_001,2026-06-21 17:53:00,33.4,38.17,23.77,7.35,5.22,25.55
KIT_001,2026-06-21 17:54:00,33.25,37.9,24.03,7.55,5.21,26.02
KIT_001,2026-06-21 17:55:00,33.09,38.21,23.88,7.62,5.53,26.25
KIT_001,2026-06-21 17:56:00,32.63,37.87,23.96,7.35,5.47,26.29
KIT_001,2026-06-21 17:57:00,32.97,37.6,24.24,7.15,5.55,26.24
KIT_001,2026-06-21 17:58:00,32.77,38.39,24.01,7.78,5.66,26.24
KIT_001,2026-06-21 17:59:00,32.83,38.33,24.28,7.24,5.89,26.12
KIT_001,2026-06-21 18:00:00,32.81,38.29,24.48,7.59,5.37,25.89
KIT_001,2026-06-21 18:01:00,32.58,38.53,24.14,7.49,5.77,25.81
KIT_001,2026-06-21 18:02:00,32.23,37.93,24.19,7.56,5.85,26.23
KIT_001,2026-06-21 18:03:00,32.67,37.69,24.55,7.93,5.64,25.87
KIT_001,2026-06-21 18:04:00,32.96,38.09,23.9,8.28,5.8,26.19
KIT_001,2026-06-21 18:05:00,32.41,38.0,24.36,7.11,5.75,25.85
KIT_001,2026-06-21 18:06:00,32.88,37.84,24.33,7.77,6.4,25.62
KIT_001,2026-06-21 18:07:00,33.53,38.06,24.27,7.48,5.95,25.81
KIT_001,2026-06-21 18:08:00,33.23,37.9,24.38,7.78,6.04,26.47
KIT_001,2026-06-21 18:09:00,33.46,37.54,24.19,7.76,5.88,25.96
KIT_001,2026-06-21 18:10:00,33.03,37.96,24.04,7.87,5.84,26.18
KIT_001,2026-06-21 18:11:00,33.32,37.76,24.39,7.58,5.64,26.1
KIT_001,2026-06-21 18:12:00,32.67,38.17,24.42,7.29,6.25,25.74
KIT_001,2026-06-21 18:13:00,32.71,37.91,24.44,7.74,6.18,26.49
KIT_001,2026-06-21 18:14:00,31.99,38.44,24.24,7.54,5.93,26.11
KIT_001,2026-06-21 18:15:00,33.37,38.59,24.11,7.45,5.79,25.88
KIT_001,2026-06-21 18:16:00,33.51,38.32,24.31,7.38,6.07,26.12
KIT_001,2026-06-21 18:17:00,32.79,37.65,24.48,7.75,5.92,26.23
KIT_001,2026-06-21 18:18:00,33.39,38.8,24.5,7.45,5.75,26.47
KIT_001,2026-06-21 18:19:00,33.71,39.06,24.21,6.3,5.25,26.1
KIT_001,2026-06-21 18:20:00,34.6,38.82,24.36,6.31,5.38,26.93
KIT_001,2026-06-21 18:21:00,35.35,39.45,24.04,5.61,5.15,26.03
KIT_001,2026-06-21 18:22:00,34.85,39.12,24.5,4.88,5.13,26.42
KIT_001,2026-06-21 18:23:00,36.09,38.96,24.15,4.84,4.58,25.77
KIT_001,2026-06-21 18:24:00,36.35,39.52,24.47,4.14,4.3,26.22
KIT_001,2026-06-21 18:25:00,36.98,40.5,24.08,3.51,3.75,26.34
KIT_001,2026-06-21 18:26:00,37.6,39.77,24.52,3.25,4.18,25.97
KIT_001,2026-06-21 18:27:00,37.86,40.45,24.38,2.74,3.89,26.62
KIT_001,2026-06-21 18:28:00,37.89,40.45,24.24,2.84,3.7,26.53
KIT_001,2026-06-21 18:29:00,37.85,40.28,24.6,2.67,3.39,26.52
KIT_001,2026-06-21 18:30:00,38.25,40.29,24.42,2.9,3.45,26.88
KIT_001,2026-06-21 18:31:00,38.06,40.44,24.76,2.82,3.64,26.8
KIT_001,2026-06-21 18:32:00,37.98,40.24,24.63,3.09,4.05,27.43
KIT_001,2026-06-21 18:33:00,37.46,39.98,24.41,3.15,3.9,27.55
KIT_001,2026-06-21 18:34:00,37.76,40.46,24.63,3.07,3.49,27.57
KIT_001,2026-06-21 18:35:00,38.2,40.71,24.81,2.94,3.99,27.8
KIT_001,2026-06-21 18:36:00,37.9,40.64,25.24,2.93,3.7,27.45
KIT_001,2026-06-21 18:37:00,38.11,40.13,25.22,2.79,3.81,28.37
KIT_001,2026-06-21 18:38:00,38.51,40.0,25.33,2.8,4.19,27.87
KIT_001,2026-06-21 18:39:00,38.26,40.29,25.3,3.18,4.15,28.04
KIT_001,2026-06-21 18:40:00,37.94,40.84,24.83,2.56,4.25,27.87
KIT_001,2026-06-21 18:41:00,37.74,40.57,24.86,2.98,3.98,27.83
KIT_001,2026-06-21 18:42:00,37.04,40.59,24.78,2.92,4.22,27.21
KIT_001,2026-06-21 18:43:00,37.88,40.64,24.69,3.15,3.86,27.13
KIT_001,2026-06-21 18:44:00,37.84,40.5,24.42,2.64,3.95,27.82
KIT_001,2026-06-21 18:45:00,38.1,40.41,24.75,3.0,3.95,26.77
KIT_001,2026-06-21 18:46:00,37.92,40.58,24.46,3.09,4.04,26.77
KIT_001,2026-06-21 18:47:00,37.87,40.22,24.67,2.52,3.73,26.95
KIT_001,2026-06-21 18:48:00,37.34,39.95,25.09,2.73,3.99,26.9
KIT_001,2026-06-21 18:49:00,37.62,40.59,24.54,2.98,4.41,26.7
KIT_001,2026-06-21 18:50:00,38.1,40.74,24.67,3.13,3.77,26.93
KIT_001,2026-06-21 18:51:00,38.52,40.03,24.79,3.05,3.71,26.95
KIT_001,2026-06-21 18:52:00,37.87,40.61,24.65,3.14,3.73,26.66
KIT_001,2026-06-21 18:53:00,38.0,40.86,24.64,2.73,4.7,26.55
KIT_001,2026-06-21 18:54:00,38.21,40.35,24.49,2.6,4.15,26.55
KIT_001,2026-06-21 18:55:00,37.58,40.1,24.5,3.02,3.97,26.38
KIT_001,2026-06-21 18:56:00,37.97,40.38,24.33,2.69,4.05,26.03
KIT_001,2026-06-21 18:57:00,37.57,40.17,24.68,2.78,4.09,26.47
KIT_001,2026-06-21 18:58:00,38.12,40.14,24.22,3.23,3.89,26.72
KIT_001,2026-06-21 18:59:00,37.85,40.45,24.82,3.05,3.93,26.63
KIT_001,2026-06-21 19:00:00,37.89,39.82,24.4,2.86,4.04,26.24
KIT_001,2026-06-21 19:01:00,37.5,39.86,24.93,2.83,3.92,26.79
KIT_001,2026-06-21 19:02:00,38.01,40.29,24.72,3.16,4.02,27.3
KIT_001,2026-06-21 19:03:00,38.48,40.26,24.6,3.05,4.22,26.85
KIT_001,2026-06-21 19:04:00,37.38,40.36,25.02,2.7,3.9,27.52
KIT_001,2026-06-21 19:05:00,37.6,40.81,25.14,2.51,4.82,27.37
KIT_001,2026-06-21 19:06:00,37.79,40.26,24.93,3.47,4.37,27.61
KIT_001,2026-06-21 19:07:00,37.97,40.4,25.21,2.69,3.88,27.58
KIT_001,2026-06-21 19:08:00,37.5,39.94,24.57,3.13,3.55,27.34
KIT_001,2026-06-21 19:09:00,36.71,40.47,24.72,3.38,3.98,27.87
KIT_001,2026-06-21 19:10:00,38.18,40.1,25.2,3.04,4.29,27.59
KIT_001,2026-06-21 19:11:00,37.97,40.29,24.86,2.85,4.22,27.43
KIT_001,2026-06-21 19:12:00,37.1,40.24,24.49,2.64,4.04,27.37
KIT_001,2026-06-21 19:13:00,37.5,40.6,24.68,2.64,3.89,27.15
KIT_001,2026-06-21 19:14:00,38.27,39.9,24.59,3.09,3.79,27.14
KIT_001,2026-06-21 19:15:00,38.23,39.62,24.7,3.36,3.89,26.62
KIT_001,2026-06-21 19:16:00,38.05,40.25,24.62,2.9,3.71,27.01
KIT_001,2026-06-21 19:17:00,37.67,40.47,24.69,2.86,3.84,26.87
KIT_001,2026-06-21 19:18:00,37.74,40.38,24.68,3.17,4.26,26.74
KIT_001,2026-06-21 19:19:00,37.64,40.7,25.01,2.83,3.72,26.68
KIT_001,2026-06-21 19:20:00,38.06,40.46,24.86,3.07,4.05,26.55
KIT_001,2026-06-21 19:21:00,37.34,40.16,24.91,3.01,4.08,27.02
KIT_001,2026-06-21 19:22:00,37.35,39.64,25.1,2.9,3.61,27.48
KIT_001,2026-06-21 19:23:00,37.96,40.26,24.83,3.0,3.65,26.88
KIT_001,2026-06-21 19:24:00,37.57,40.65,24.7,3.44,4.12,27.52
KIT_001,2026-06-21 19:25:00,38.05,40.22,25.24,3.15,3.6,27.25
KIT_001,2026-06-21 19:26:00,37.31,40.35,25.06,3.27,3.81,27.38
KIT_001,2026-06-21 19:27:00,37.51,40.47,25.11,2.77,4.32,27.28
KIT_001,2026-06-21 19:28:00,37.2,40.03,24.91,3.27,4.03,27.26
KIT_001,2026-06-21 19:29:00,37.51,40.51,24.86,3.16,3.78,27.48
KIT_001,2026-06-21 19:30:00,36.98,40.81,25.11,2.63,3.95,27.38
KIT_001,2026-06-21 19:31:00,37.31,40.26,25.09,3.13,3.7,27.11
KIT_001,2026-06-21 19:32:00,36.97,39.97,25.0,2.87,3.94,26.8
KIT_001,2026-06-21 19:33:00,37.7,40.28,24.96,2.61,3.15,26.52
KIT_001,2026-06-21 19:34:00,37.7,39.63,24.86,3.03,3.6,26.68
KIT_001,2026-06-21 19:35:00,36.83,40.39,24.73,3.13,3.09,26.44
KIT_001,2026-06-21 19:36:00,37.89,40.42,24.62,3.04,3.63,26.45
KIT_001,2026-06-21 19:37:00,38.28,40.78,24.85,2.97,3.5,26.19
KIT_001,2026-06-21 19:38:00,37.42,40.39,24.56,2.92,3.84,26.24
KIT_001,2026-06-21 19:39:00,37.16,40.74,24.73,3.62,3.63,26.41
KIT_001,2026-06-21 19:40:00,38.37,40.52,24.52,2.7,3.26,26.51
KIT_001,2026-06-21 19:41:00,36.9,40.84,24.57,3.22,3.23,26.77
KIT_001,2026-06-21 19:42:00,37.36,40.66,24.68,3.0,3.38,26.43
KIT_001,2026-06-21 19:43:00,37.41,41.22,24.59,2.79,3.08,26.71
KIT_001,2026-06-21 19:44:00,37.8,41.36,24.93,2.99,3.16,27.07
KIT_001,2026-06-21 19:45:00,37.45,41.71,24.52,2.65,3.44,26.81
KIT_001,2026-06-21 19:46:00,37.14,41.6,24.84,2.85,2.85,27.01
KIT_001,2026-06-21 19:47:00,36.97,41.98,24.87,2.99,2.89,26.62
KIT_001,2026-06-21 19:48:00,37.18,41.84,24.52,2.61,2.92,26.7
KIT_001,2026-06-21 19:49:00,36.94,41.83,24.84,3.13,3.79,26.94
KIT_001,2026-06-21 19:50:00,37.3,41.95,25.02,2.76,3.15,27.08
KIT_001,2026-06-21 19:51:00,37.08,41.93,25.1,2.64,3.28,27.47
KIT_001,2026-06-21 19:52:00,36.75,42.13,25.02,2.73,3.19,27.12
KIT_001,2026-06-21 19:53:00,37.71,41.86,25.24,3.54,3.21,27.39
KIT_001,2026-06-21 19:54:00,37.09,41.78,25.13,2.51,3.12,27.79
KIT_001,2026-06-21 19:55:00,36.82,41.82,25.19,3.11,3.09,27.68
KIT_001,2026-06-21 19:56:00,37.2,41.65,25.29,2.81,2.64,27.73
KIT_001,2026-06-21 19:57:00,37.27,41.75,25.47,2.91,3.09,27.9
KIT_001,2026-06-21 19:58:00,36.64,42.47,25.16,3.15,2.97,27.6
KIT_001,2026-06-21 19:59:00,37.36,41.58,25.22,3.14,3.14,27.64
KIT_001,2026-06-21 20:00:00,36.87,41.77,25.2,2.83,2.98,27.57
KIT_001,2026-06-21 20:01:00,37.84,41.73,25.29,2.66,3.19,28.06
